"id"	"sampleA"	"sampleB"	"baseMeanA"	"baseMeanB"	"log2FC"	"pval"	"padj"	"sig"
"37"	"AT1G01430.Araport11.447"	"control"	"drought"	379.485432323162	327.699024008798	0.213506173692014	0.431036747860048	0.999985532687444	"notDE"
"38"	"AT1G01440.Araport11.447"	"control"	"drought"	336.210756600128	364.038210950606	-0.114239777667885	0.604443236556539	0.999985532687444	"notDE"
"39"	"AT1G01450.Araport11.447"	"control"	"drought"	171.515521998809	196.853070778431	-0.19603454885013	0.58820974056963	0.999985532687444	"notDE"
"40"	"AT1G01470.Araport11.447"	"control"	"drought"	71.7969309757516	63.9707743450453	0.166734931508474	0.654692752248149	0.999985532687444	"notDE"
"41"	"AT1G01490.Araport11.447"	"control"	"drought"	672.003624614163	510.788405979975	0.396231948442122	0.0936041294385088	0.999985532687444	"notDE"
"42"	"AT1G01500.Araport11.447"	"control"	"drought"	146.896726560408	151.948515561568	-0.048442019138294	0.853646315807086	0.999985532687444	"notDE"
"43"	"AT1G01510.Araport11.447"	"control"	"drought"	1315.86133046731	1307.96113254478	0.00915954073312321	0.964228413941663	0.999985532687444	"notDE"
"44"	"AT1G01520.Araport11.447"	"control"	"drought"	55.7444568036123	75.1425915503506	-0.43123000427985	0.25720141784518	0.999985532687444	"notDE"
"45"	"AT1G01540.Araport11.447"	"control"	"drought"	1179.88114839697	1221.87632259459	-0.0506467608242841	0.797611705320709	0.999985532687444	"notDE"
"46"	"AT1G01550.Araport11.447"	"control"	"drought"	1564.42462985802	1436.71026476831	0.122663622265069	0.470586321158529	0.999985532687444	"notDE"
"47"	"AT1G01570.Araport11.447"	"control"	"drought"	42.2643122372301	60.4032824533255	-0.513464488785808	0.208832930986683	0.999985532687444	"notDE"
"48"	"AT1G01580.Araport11.447"	"control"	"drought"	1.59765167867791	2.68150406237596	-0.735068248401688	0.672799244200372	0.999985532687444	"notDE"
"49"	"AT1G01600.Araport11.447"	"control"	"drought"	331.0324516158	315.129326132265	0.0722000101017928	0.829818731037073	0.999985532687444	"notDE"
"50"	"AT1G01610.Araport11.447"	"control"	"drought"	1817.53181407954	1659.77694729605	0.131375346186978	0.635786880441307	0.999985532687444	"notDE"
"51"	"AT1G01620.Araport11.447"	"control"	"drought"	12405.8002390559	12964.6311104024	-0.0636235863756822	0.72885330578696	0.999985532687444	"notDE"
"52"	"AT1G01630.Araport11.447"	"control"	"drought"	1309.18678589019	1208.96385287782	0.114385469862325	0.591454872512652	0.999985532687444	"notDE"
"53"	"AT1G01640.Araport11.447"	"control"	"drought"	2.98234713417335	3.97409069956672	-0.438004886102844	0.763060111562244	0.999985532687444	"notDE"
"54"	"AT1G01650.Araport11.447"	"control"	"drought"	660.531562047955	695.50970083694	-0.0738235726964912	0.733745543414219	0.999985532687444	"notDE"
"55"	"AT1G01660.Araport11.447"	"control"	"drought"	112.32570196057	102.734976805633	0.128232112485341	0.70494110786695	0.999985532687444	"notDE"
"56"	"AT1G01670.Araport11.447"	"control"	"drought"	160.852298531453	160.351461162546	0.00507182898280555	0.985428152048167	0.999985532687444	"notDE"
"57"	"AT1G01690.Araport11.447"	"control"	"drought"	847.014915343625	881.51018567596	-0.057981528122122	0.745170595829838	0.999985532687444	"notDE"
"58"	"AT1G01695.Araport11.447"	"control"	"drought"	6.84139902525792	3.63358377780244	0.926284526826446	0.438941300454789	0.999985532687444	"notDE"
"59"	"AT1G01700.Araport11.447"	"control"	"drought"	88.9747241788852	94.9223283424487	-0.0867312345818516	0.812541305411941	0.999985532687444	"notDE"
"60"	"AT1G01710.Araport11.447"	"control"	"drought"	732.091431102029	785.967321293807	-0.102459675753492	0.60724870493057	0.999985532687444	"notDE"
"61"	"AT1G01715.Araport11.447"	"control"	"drought"	188.578350920413	197.8141137399	-0.0675747799037822	0.806011626591472	0.999985532687444	"notDE"
"62"	"AT1G01720.Araport11.447"	"control"	"drought"	195.734663313869	239.25647109908	-0.290398564348813	0.521886347969573	0.999985532687444	"notDE"
"63"	"AT1G01725.Araport11.447"	"control"	"drought"	134.496461836273	154.277200292353	-0.199564850362868	0.580609937651206	0.999985532687444	"notDE"
"64"	"AT1G01730.Araport11.447"	"control"	"drought"	742.975131808709	691.849227321009	0.102379585483111	0.592478022716499	0.999985532687444	"notDE"
"65"	"AT1G01740.Araport11.447"	"control"	"drought"	320.946313197156	356.159470601339	-0.150704221399979	0.478826486434335	0.999985532687444	"notDE"
"66"	"AT1G01750.Araport11.447"	"control"	"drought"	75.5013870530844	76.5976008616184	-0.017097874416045	0.970687639345563	0.999985532687444	"notDE"
"67"	"AT1G01760.Araport11.447"	"control"	"drought"	198.964538590676	218.413746475259	-0.131441854135378	0.611862454790746	0.999985532687444	"notDE"
"68"	"AT1G01770.Araport11.447"	"control"	"drought"	553.023298146273	630.932967780491	-0.189572875989533	0.498361978512687	0.999985532687444	"notDE"
"69"	"AT1G01780.Araport11.447"	"control"	"drought"	322.954205421859	381.741318146423	-0.240923594283144	0.428622173789425	0.999985532687444	"notDE"
"70"	"AT1G01790.Araport11.447"	"control"	"drought"	2217.17270144504	2322.2403451915	-0.0668365893987767	0.776764945911123	0.999985532687444	"notDE"
"71"	"AT1G01800.Araport11.447"	"control"	"drought"	955.047288179216	857.789946249991	0.154090673340465	0.511169453893327	0.999985532687444	"notDE"
"72"	"AT1G01810.Araport11.447"	"control"	"drought"	43.6453910858743	45.781579800164	-0.0699691495139457	0.876753067438394	0.999985532687444	"notDE"
"73"	"AT1G01820.Araport11.447"	"control"	"drought"	1072.47895766495	1166.5336592469	-0.121721688941989	0.52050415121928	0.999985532687444	"notDE"
"74"	"AT1G01830.Araport11.447"	"control"	"drought"	556.51365602277	511.13896039309	0.122554646336597	0.510092264084337	0.999985532687444	"notDE"
"75"	"AT1G01840.Araport11.447"	"control"	"drought"	133.327955569373	144.943450631818	-0.123626026347922	0.720989883981279	0.999985532687444	"notDE"
"76"	"AT1G01860.Araport11.447"	"control"	"drought"	627.964881679619	737.748413565037	-0.233209934784987	0.266614596324876	0.999985532687444	"notDE"
"77"	"AT1G01880.Araport11.447"	"control"	"drought"	265.80986312237	265.714162554299	0.000437898430897244	0.99848792449718	0.999985532687444	"notDE"
"78"	"AT1G01900.Araport11.447"	"control"	"drought"	53.437945815045	83.9073197289615	-0.645675448251818	0.211420913205127	0.999985532687444	"notDE"
"79"	"AT1G01910.Araport11.447"	"control"	"drought"	1570.04769456837	1589.12024285929	-0.0177649718822621	0.926931928549598	0.999985532687444	"notDE"
"80"	"AT1G01920.Araport11.447"	"control"	"drought"	757.944958729393	792.676695532006	-0.0648980721859995	0.715368124102156	0.999985532687444	"notDE"
"81"	"AT1G01930.Araport11.447"	"control"	"drought"	568.560928974011	611.942888029742	-0.10586850926965	0.584418960834737	0.999985532687444	"notDE"
"82"	"AT1G01940.Araport11.447"	"control"	"drought"	916.876689740966	910.554231078727	0.00978977984410143	0.971259963410132	0.999985532687444	"notDE"
"83"	"AT1G01950.Araport11.447"	"control"	"drought"	653.688063907913	697.923488191201	-0.0946898582513071	0.635724486795757	0.999985532687444	"notDE"
"84"	"AT1G01960.Araport11.447"	"control"	"drought"	2620.5865825606	2521.35384032401	0.0558547139499377	0.823198345559878	0.999985532687444	"notDE"
"85"	"AT1G01970.Araport11.447"	"control"	"drought"	753.996819592727	834.471872222776	-0.146872242231451	0.453637540236469	0.999985532687444	"notDE"
"86"	"AT1G01990.Araport11.447"	"control"	"drought"	580.495236912067	594.937636924231	-0.0357266624978081	0.853955037002572	0.999985532687444	"notDE"
"87"	"AT1G02000.Araport11.447"	"control"	"drought"	199.563803694817	200.72186744396	-0.00747511057957939	0.981089989915396	0.999985532687444	"notDE"
"88"	"AT1G02010.Araport11.447"	"control"	"drought"	327.51117097708	364.938776108252	-0.15620433200307	0.61062841715393	0.999985532687444	"notDE"
"89"	"AT1G02020.Araport11.447"	"control"	"drought"	291.659788439291	307.591092704762	-0.0768998230955971	0.781595782798556	0.999985532687444	"notDE"
"90"	"AT1G02030.Araport11.447"	"control"	"drought"	2.90586591037726	2.7688716043277	0.0961451689541597	0.949129579852654	0.999985532687444	"notDE"
"91"	"AT1G02050.Araport11.447"	"control"	"drought"	76.5132575071176	100.538475847013	-0.392546159881757	0.343502453618554	0.999985532687444	"notDE"
"92"	"AT1G02060.Araport11.447"	"control"	"drought"	468.909992824824	458.52705074708	0.0326208039616342	0.877370737928883	0.999985532687444	"notDE"
"93"	"AT1G02065.Araport11.447"	"control"	"drought"	210.104736451149	224.461117607324	-0.0951470808903978	0.743029137207697	0.999985532687444	"notDE"
"94"	"AT1G02070.Araport11.447"	"control"	"drought"	14.4484252515749	12.4554405964533	0.229453283640599	0.753144827103793	0.999985532687444	"notDE"
"95"	"AT1G02080.Araport11.447"	"control"	"drought"	3049.99342648934	3053.33217617714	-0.00138923989744053	0.996114073212758	0.999985532687444	"notDE"
"96"	"AT1G02090.Araport11.447"	"control"	"drought"	1719.85956475448	1731.93663358235	-0.0103418330044961	0.964224858446259	0.999985532687444	"notDE"
"97"	"AT1G02100.Araport11.447"	"control"	"drought"	949.268646054893	1011.32230573121	-0.09123284505985	0.584504449226557	0.999985532687444	"notDE"
"98"	"AT1G02110.Araport11.447"	"control"	"drought"	1493.4890973404	1408.80761149317	0.0846490260598553	0.694906577881508	0.999985532687444	"notDE"
"99"	"AT1G02120.Araport11.447"	"control"	"drought"	1042.50160728086	1134.16856300466	-0.121184624122747	0.609760449331451	0.999985532687444	"notDE"
"100"	"AT1G02130.Araport11.447"	"control"	"drought"	1249.86967590018	1261.95665226672	-0.0139486408191648	0.93496291884686	0.999985532687444	"notDE"
"101"	"AT1G02140.Araport11.447"	"control"	"drought"	5063.25907004518	5005.18149038664	0.0166089960283467	0.941720487741697	0.999985532687444	"notDE"
"102"	"AT1G02145.Araport11.447"	"control"	"drought"	728.409342801258	713.920711614413	0.0295728860140094	0.894912598804303	0.999985532687444	"notDE"
"103"	"AT1G02150.Araport11.447"	"control"	"drought"	5727.67994678362	6545.57507680079	-0.19266348525093	0.264765797976367	0.999985532687444	"notDE"
"104"	"AT1G02160.Araport11.447"	"control"	"drought"	734.32250733867	766.577437490637	-0.0622297863804414	0.813273371416497	0.999985532687444	"notDE"
"105"	"AT1G02170.Araport11.447"	"control"	"drought"	304.755155736925	317.527451912917	-0.0579832628565733	0.800017838180135	0.999985532687444	"notDE"
"106"	"AT1G02180.Araport11.447"	"control"	"drought"	407.834455974935	377.18924271889	0.112916384420181	0.633256846934286	0.999985532687444	"notDE"
"107"	"AT1G02190.Araport11.447"	"control"	"drought"	200.572850671588	179.366165732947	0.161739614091862	0.597775358567162	0.999985532687444	"notDE"
"108"	"AT1G02205.Araport11.447"	"control"	"drought"	5912.31027098769	6804.4243336261	-0.202674507049048	0.409130430597013	0.999985532687444	"notDE"
"109"	"AT1G02220.Araport11.447"	"control"	"drought"	34.8463168281121	46.5768509237723	-0.414023435183432	0.392055113842306	0.999985532687444	"notDE"
"110"	"AT1G02230.Araport11.447"	"control"	"drought"	1.25976239892354	2.29283174661446	-0.824892106962302	0.683198672286783	0.999985532687444	"notDE"
"111"	"AT1G02250.Araport11.447"	"control"	"drought"	2.99055580902691	0.864712173474739	1.78903771333932	0.360153438383788	0.999985532687444	"notDE"
"112"	"AT1G02260.Araport11.447"	"control"	"drought"	509.952174969103	465.482866037524	0.132187490314313	0.697448116661791	0.999985532687444	"notDE"
"113"	"AT1G02270.Araport11.447"	"control"	"drought"	373.904273756788	348.521557222058	0.101771373257302	0.618288410314721	0.999985532687444	"notDE"
"114"	"AT1G02280.Araport11.447"	"control"	"drought"	5552.94845962197	5844.61302466225	-0.0739261851959645	0.74264203136286	0.999985532687444	"notDE"
"115"	"AT1G02290.Araport11.447"	"control"	"drought"	375.907817967245	340.564412576882	0.143365889978839	0.531423206072255	0.999985532687444	"notDE"
"116"	"AT1G02300.Araport11.447"	"control"	"drought"	55.7371836925785	59.5385702798507	-0.0894346689641703	0.838541146374132	0.999985532687444	"notDE"
"117"	"AT1G02305.Araport11.447"	"control"	"drought"	827.662841024473	891.416305982203	-0.107666451559584	0.620439394414616	0.999985532687444	"notDE"
"118"	"AT1G02330.Araport11.447"	"control"	"drought"	690.776812729685	621.481611676093	0.152294250719732	0.459207170261185	0.999985532687444	"notDE"
"119"	"AT1G02335.Araport11.447"	"control"	"drought"	26.6824364650626	35.9807535279585	-0.428169992828779	0.650816314685081	0.999985532687444	"notDE"
"120"	"AT1G02340.Araport11.447"	"control"	"drought"	14.1586694178979	20.6265224734875	-0.540388770137693	0.46591979359067	0.999985532687444	"notDE"
"121"	"AT1G02350.Araport11.447"	"control"	"drought"	115.748735747438	104.15413313273	0.151319686860924	0.624454767495595	0.999985532687444	"notDE"
"122"	"AT1G02370.Araport11.447"	"control"	"drought"	534.072737880407	463.338963881993	0.20498491710606	0.415990322340467	0.999985532687444	"notDE"
"123"	"AT1G02380.Araport11.447"	"control"	"drought"	120.993232805258	114.831983988237	0.0762466697506372	0.80120962125904	0.999985532687444	"notDE"
"124"	"AT1G02390.Araport11.447"	"control"	"drought"	13.7988863607348	13.6214575437378	0.0209608553516852	0.982050834582729	0.999985532687444	"notDE"
"125"	"AT1G02400.Araport11.447"	"control"	"drought"	15.6942970990883	6.78216445184895	1.19632720658835	0.237292061569722	0.999985532687444	"notDE"
"126"	"AT1G02410.Araport11.447"	"control"	"drought"	794.015032472788	750.543276837946	0.0811252645411256	0.676963868119269	0.999985532687444	"notDE"
"127"	"AT1G02420.Araport11.447"	"control"	"drought"	153.373317726399	114.289852244441	0.422762017820043	0.124048670825159	0.999985532687444	"notDE"
"128"	"AT1G02430.Araport11.447"	"control"	"drought"	117.922660573754	115.714622653797	0.0304582149279942	0.93402748124294	0.999985532687444	"notDE"
"129"	"AT1G02450.Araport11.447"	"control"	"drought"	2.67449716628087	1.34075203118798	1.01619718608845	0.54906725923118	0.999985532687444	"notDE"
"130"	"AT1G02460.Araport11.447"	"control"	"drought"	15.314338481692	20.4036219955868	-0.40615824248844	0.617392086013219	0.999985532687444	"notDE"
"131"	"AT1G02470.Araport11.447"	"control"	"drought"	3.14685152458002	3.58541838380523	-0.1998260963151	0.894390434364952	0.999985532687444	"notDE"
"132"	"AT1G02475.Araport11.447"	"control"	"drought"	424.782732600591	477.005237655945	-0.168754832303339	0.508498039403571	0.999985532687444	"notDE"
"133"	"AT1G02490.Araport11.447"	"control"	"drought"	20.245919339731	36.7065836017005	-0.860984236004868	0.117841353213271	0.999985532687444	"notDE"
"134"	"AT1G02500.Araport11.447"	"control"	"drought"	6916.11753146788	7467.05803319636	-0.110613362391214	0.544598641210425	0.999985532687444	"notDE"
"135"	"AT1G02520.Araport11.447"	"control"	"drought"	13.0889925940372	10.7260162495038	0.306463465213089	0.752592106620371	0.999985532687444	"notDE"
"136"	"AT1G02530.Araport11.447"	"control"	"drought"	44.4984194297818	50.9698528410124	-0.195907272696767	0.664536608172709	0.999985532687444	"notDE"
"137"	"AT1G02540.Araport11.447"	"control"	"drought"	1.49113114301992	2.11809666271098	-0.481027731453066	0.803678587620318	0.999985532687444	"notDE"
"138"	"AT1G02560.Araport11.447"	"control"	"drought"	8656.1286034374	9256.85985710635	-0.0968590086961805	0.671454118885375	0.999985532687444	"notDE"
"139"	"AT1G02590.Araport11.447"	"control"	"drought"	0.308854928313284	4.19699117746743	-3.68404317198631	0.131645780859971	0.999985532687444	"notDE"
"140"	"AT1G02640.Araport11.447"	"control"	"drought"	439.263693251678	254.00917685124	0.787825770772943	0.0019665087378803	0.48467988869076	"DE"
"141"	"AT1G02650.Araport11.447"	"control"	"drought"	14.0621689871783	12.9225172081239	0.11506738890978	0.871092030274041	0.999985532687444	"notDE"
"142"	"AT1G02660.Araport11.447"	"control"	"drought"	82.5611479259477	82.5934574359016	0.00374252218045157	0.991972227241317	0.999985532687444	"notDE"
"143"	"AT1G02670.Araport11.447"	"control"	"drought"	223.006773982573	254.623014563378	-0.190820916411819	0.522934252502534	0.999985532687444	"notDE"
"144"	"AT1G02680.Araport11.447"	"control"	"drought"	393.817943435862	443.251223988518	-0.171796954983182	0.463054098811895	0.999985532687444	"notDE"
"145"	"AT1G02690.Araport11.447"	"control"	"drought"	1868.70186621567	1848.65032067241	0.0153489725104375	0.945372025705877	0.999985532687444	"notDE"
"146"	"AT1G02720.Araport11.447"	"control"	"drought"	563.532518646058	579.255211357822	-0.039396115286113	0.84509958510163	0.999985532687444	"notDE"
"147"	"AT1G02730.Araport11.447"	"control"	"drought"	6701.94956047983	6675.20684768988	0.00579525354687207	0.977250341684496	0.999985532687444	"notDE"
"148"	"AT1G02740.Araport11.447"	"control"	"drought"	327.985162714742	341.477290144354	-0.0587279660890605	0.77202307224118	0.999985532687444	"notDE"
"149"	"AT1G02750.Araport11.447"	"control"	"drought"	159.339639686591	160.975346366034	-0.0177876936102934	0.945196627946202	0.999985532687444	"notDE"
"150"	"AT1G02780.Araport11.447"	"control"	"drought"	48733.8526414526	52791.228344883	-0.115386048707143	0.598712453705707	0.999985532687444	"notDE"
"151"	"AT1G02800.Araport11.447"	"control"	"drought"	478.391133590049	456.122226638861	0.0702545457632442	0.791274593250022	0.999985532687444	"notDE"
"152"	"AT1G02810.Araport11.447"	"control"	"drought"	35.3405866715531	35.9202757241349	-0.0302973325430792	0.948657399503813	0.999985532687444	"notDE"
"153"	"AT1G02816.Araport11.447"	"control"	"drought"	151.55634763046	142.279873061528	0.0916838059163005	0.740049980231776	0.999985532687444	"notDE"
"154"	"AT1G02820.Araport11.447"	"control"	"drought"	4.12806689630763	1.81679188890122	1.20126472012004	0.414645285733438	0.999985532687444	"notDE"
"155"	"AT1G02840.Araport11.447"	"control"	"drought"	3993.7558570561	4192.65985756605	-0.0702118553397162	0.651498003107326	0.999985532687444	"notDE"
"156"	"AT1G02860.Araport11.447"	"control"	"drought"	122.421355291426	129.942038908938	-0.0878456202201627	0.789738242456373	0.999985532687444	"notDE"
"157"	"AT1G02870.Araport11.447"	"control"	"drought"	1876.93601475271	1980.21205648516	-0.0775416368668149	0.76984717777365	0.999985532687444	"notDE"
"158"	"AT1G02880.Araport11.447"	"control"	"drought"	428.180332558964	394.908011488317	0.117730645882681	0.624694466286245	0.999985532687444	"notDE"
"159"	"AT1G02890.Araport11.447"	"control"	"drought"	990.434339090059	1002.49256991182	-0.0170034248000188	0.951057848561452	0.999985532687444	"notDE"
"160"	"AT1G02900.Araport11.447"	"control"	"drought"	4.4408420685358	2.03072912075923	1.11188405606487	0.438696512583933	0.999985532687444	"notDE"
"161"	"AT1G02910.Araport11.447"	"control"	"drought"	1206.20416626981	1393.72779547438	-0.208593083470288	0.255992529729859	0.999985532687444	"notDE"
"162"	"AT1G02920.Araport11.447"	"control"	"drought"	9.88209890310142	0.388672315761498	4.55237820093487	0.0364883409196486	0.999985532687444	"DE"
"163"	"AT1G02930.Araport11.447"	"control"	"drought"	863.671575416771	708.055858139128	0.286320141473156	0.441765099714064	0.999985532687444	"notDE"
"164"	"AT1G02950.Araport11.447"	"control"	"drought"	14.5552641739314	11.4943976349841	0.336179788513191	0.669948153515997	0.999985532687444	"notDE"
"165"	"AT1G02960.Araport11.447"	"control"	"drought"	499.306038686978	545.006147095288	-0.125671571343741	0.672456842893045	0.999985532687444	"notDE"
"166"	"AT1G02970.Araport11.447"	"control"	"drought"	465.257576971633	475.206372259129	-0.0297796847839335	0.875630502617891	0.999985532687444	"notDE"
"167"	"AT1G02990.Araport11.447"	"control"	"drought"	436.160970329797	434.028382444279	0.00868753905425748	0.975459323892375	0.999985532687444	"notDE"
"168"	"AT1G03000.Araport11.447"	"control"	"drought"	746.320915441592	753.589912641739	-0.0132822083770015	0.952284979881375	0.999985532687444	"notDE"
"169"	"AT1G03030.Araport11.447"	"control"	"drought"	437.632964142572	454.239342863877	-0.0543755644040342	0.78252895421229	0.999985532687444	"notDE"
"170"	"AT1G03040.Araport11.447"	"control"	"drought"	1237.94929964992	1289.71480935986	-0.059349284841736	0.730129843315047	0.999985532687444	"notDE"
"171"	"AT1G03055.Araport11.447"	"control"	"drought"	38.8543961732392	59.7614707577514	-0.622472357012476	0.19929507336916	0.999985532687444	"notDE"
"172"	"AT1G03060.Araport11.447"	"control"	"drought"	1739.41763670051	1733.41183430418	0.00538536812890654	0.985934635668189	0.999985532687444	"notDE"
"173"	"AT1G03070.Araport11.447"	"control"	"drought"	2.70512345409673	9.81313868203189	-1.86466710611578	0.167875708863989	0.999985532687444	"notDE"
"174"	"AT1G03080.Araport11.447"	"control"	"drought"	723.412384040616	595.160537402131	0.28227505766109	0.339751326887627	0.999985532687444	"notDE"
"175"	"AT1G03090.Araport11.447"	"control"	"drought"	485.930563239137	465.203921164892	0.0629358503796684	0.780848779190219	0.999985532687444	"notDE"
"176"	"AT1G03100.Araport11.447"	"control"	"drought"	174.914026413989	151.843221527531	0.204107507400642	0.532251359607978	0.999985532687444	"notDE"
"177"	"AT1G03106.Araport11.447"	"control"	"drought"	8.39311091982209	16.2547962121166	-0.948664808620062	0.23881379187653	0.999985532687444	"notDE"
"178"	"AT1G03110.Araport11.447"	"control"	"drought"	1257.33203791699	1261.01688496112	-0.00434641952160645	0.982445553980137	0.999985532687444	"notDE"
"179"	"AT1G03120.Araport11.447"	"control"	"drought"	25.2617301031639	29.5267835880474	-0.224676675493796	0.65558475679849	0.999985532687444	"notDE"
"180"	"AT1G03130.Araport11.447"	"control"	"drought"	4178.70852192143	4345.97266573315	-0.0565857705814183	0.767553179617261	0.999985532687444	"notDE"
"181"	"AT1G03140.Araport11.447"	"control"	"drought"	1328.8471503313	1345.52789848301	-0.0184156207920987	0.929287595193739	0.999985532687444	"notDE"
"182"	"AT1G03150.Araport11.447"	"control"	"drought"	561.72093355241	496.597926954313	0.177339071184491	0.496181219464188	0.999985532687444	"notDE"
"183"	"AT1G03160.Araport11.447"	"control"	"drought"	1936.37147621379	2079.42435762929	-0.102578207378785	0.622671448146103	0.999985532687444	"notDE"
"184"	"AT1G03165.Araport11.447"	"control"	"drought"	9.09901363932626	17.3032067155375	-0.92943414335415	0.287711715939486	0.999985532687444	"notDE"
"185"	"AT1G03170.Araport11.447"	"control"	"drought"	2.65868154216254	5.92641552441691	-1.14354605492526	0.405218381058353	0.999985532687444	"notDE"
